"mov_id","mov_idusuario","mov_concepto","mov_importe","mov_tipo","mov_estado","mov_fechaalta"
"112","92","Bienvenida","15","100","A","2017-06-09"
"113","93","Bienvenida","15","100","A","2017-06-09"
"114","41","Servi Blanca 08/06","12","100","A","2017-06-09"
"115","23","Duplex 9/06","20","100","A","2017-06-12"
"116","18","cita tamara 9/06","12","100","A","2017-06-12"
"117","100","Bienvenida","15","100","A","2017-06-12"
"118","101","Bienvenida","15","100","A","2017-06-12"
"119","99","Bienvenida","15","100","A","2017-06-12"
"120","98","Bienvenida","15","100","A","2017-06-12"
"121","97","Bienvenida","15","100","A","2017-06-12"
"122","6","Cita Anais","8","100","A","2017-06-12"
"123","40","cita tamara  12/06","10","100","A","2017-06-13"
"124","12","duplex tania tamara 12/06","15","100","A","2017-06-13"
"125","49","Cita Ruth 11/06","12","100","A","2017-06-14"
"126","16","cita anais 13/06","8","100","A","2017-06-14"
"127","104","Bienvenida","15","100","A","2017-06-14"
"128","68","Cita Marina 14/06","12","100","A","2017-06-15"
"129","40","Cita Tamara 14/06","10","100","A","2017-06-15"
"130","104","Cita Marina 14/06","10","100","A","2017-06-15"
"131","108","Bienvenida","15","100","A","2017-06-16"
"132","108","Cita Tamara 15/06","12","100","A","2017-06-16"
"133","68","Cita Tania 15/06","-80","200","A","2017-06-16"
"134","39","Cita Tania 15/06","12","100","A","2017-06-16"
"135","112","Bienvenida","15","100","A","2017-06-19"
"136","112","cita Tania 17/06","12","100","A","2017-06-19"
"137","99","Cita Tania 16/05","12","100","A","2017-06-19"
"141","40","cita tamara 19/06","12","100","A","2017-06-20"
"139","113","Bienvenida","15","100","A","2017-06-20"
"140","113","Duplex Tamara  Ruth 19/06","15","100","A","2017-06-20"
"142","119","Bienvenida","15","100","A","2017-06-26"
"143","119","servicio blanca 23/06","8","100","A","2017-06-26"
"144","68","Cita Marina 23/06","12","100","A","2017-06-26"
"145","40","cita tamara 26/06","12","100","A","2017-06-27"
"146","44","cita ainoha 27/06","12","100","A","2017-06-28"
"147","126","Bienvenida","15","100","A","2017-06-29"
"148","68","Cita Mariam 28/06","12","100","A","2017-06-29"
"149","126","Cita Ruth 28/06","12","100","A","2017-06-29"
"150","129","Bienvenida","15","100","A","2017-06-30"
"151","129","Cita marina 29/06","12","100","A","2017-06-30"
"152","129","cita Karina 29/06","8","100","A","2017-06-30"
"153","19","cita Karina 29/06","10","100","A","2017-06-30"
"154","78","Bienvenida","15","100","A","2017-07-03"
"155","78","Cita Ruth 23/06","12","100","A","2017-07-03"
"156","30","cita anais 30/06","12","100","A","2017-07-03"
"157","130","Bienvenida","15","100","A","2017-07-03"
"158","130","Cita Anais 30/06","10","100","A","2017-07-03"
"159","28","Cita Mariam 29/06","22","100","A","2017-07-03"
"165","7","cita Karina 29/06","12","100","A","2017-07-06"
"161","68","Cita Ainoha 1/07","8","100","A","2017-07-03"
"162","68","cita Ruth 1/07","8","100","A","2017-07-03"
"163","126","Cita Ruth 3/07","12","100","A","2017-07-04"
"164","23","Cita Tania 29/06","12","100","A","2017-07-06"
"166","134","Bienvenida","15","100","A","2017-07-06"
"167","134","Cita Tania 4/07","12","100","A","2017-07-06"
"168","68","citas Ainoha 6/07","16","100","A","2017-07-07"
"169","68","cita marina 07/07","8","100","A","2017-07-10"
"170","34","cita anais 8/07","12","100","A","2017-07-10"
"171","34","cita Ruth 1/07","12","100","A","2017-07-10"
"172","100","Cita Blanca 14/06","12","100","A","2017-07-10"
"173","40","Cita Tania 10/07","10","100","A","2017-07-11"
"174","12","duplex anais tania 10/07","15","100","A","2017-07-11"
"175","68","cita Ainoha 10/07","8","100","A","2017-07-11"
"176","73","cita Anais 11/07","22","100","A","2017-07-12"
"177","73","Cita Karina 11/07","12","100","A","2017-07-12"
"178","85","cita Tania 11/07","12","100","A","2017-07-12"
"179","68","Cita Karina 12/07","8","100","A","2017-07-13"
"180","40","Cita Ainoha 12/07","12","100","A","2017-07-13"
"181","22","Cita 12/07","12","100","A","2017-07-13"
"182","126","cita Ruth 12/07","12","100","A","2017-07-13"
"183","126","Cita Ruth 13/07","22","100","A","2017-07-13"
"184","27","cita Tania 5/07","12","100","A","2017-07-13"
"185","132","Bienvenida","15","100","A","2017-07-13"
"186","132","Cita Marina 13/07","10","100","A","2017-07-13"
"187","44","Cita Marina 13/07","12","100","A","2017-07-13"
"188","68","Cita Johana","8","100","A","2017-07-17"
"189","36","Cita Tania 14/07","12","100","A","2017-07-17"
"190","34","Cita Ruth 15/07","12","100","A","2017-07-17"
"191","68","Cita Ainoha 16/07","12","100","A","2017-07-17"
"192","24","Cita Anais 29/06","8","100","A","2017-07-17"
"193","24","Cita Anais 01/07","12","100","A","2017-07-17"
"194","40","Cita Ainoha  17/07 ","-100","200","A","2017-07-18"
"195","79","Cita Johana 18/07","12","100","A","2017-07-20"
"196","36","Cita Ainoha 30/06","12","100","A","2017-07-20"
"197","7","Cita Johana 17/07","12","100","A","2017-07-20"
"198","66","cita Tania 20/07","10","100","A","2017-07-24"
"199","154","Duplex anais Tania 20/07","22","100","A","2017-07-24"
"200","54","cita Tania 21/07","8","100","A","2017-07-24"
"201","68","Cita Ainoha 23/07","8","100","A","2017-07-24"
"202","41","cita vicky 24/07","12","100","A","2017-07-25"
"203","85","cita Ruth 14/07","12","100","A","2017-07-25"
"204","18","Cita Johana 21/07","12","100","A","2017-07-25"
"205","126","21/07 cita Johana","12","100","A","2017-07-25"
"206","157","Bienvenida","15","100","A","2017-07-26"
"207","157","Cita Johana 25/07","10","100","A","2017-07-26"
"208","44","cita Marina 25/07","12","100","A","2017-07-26"
"209","68","cita vicky 25/07","8","100","A","2017-07-26"
"210","36","Cita Anais 25/07","12","100","A","2017-07-26"
"211","35","Cita Johana 24/07","12","100","A","2017-07-27"
"212","132","cita Marina 26/07","12","100","A","2017-07-27"
"213","44","cita johana 26/07","12","100","A","2017-07-27"
"214","97","Cita Tania 26/07","10","100","A","2017-07-27"
"215","92","cita karina 27/06","12","100","A","2017-07-31"
"216","68","cita Ainoha 29/07","-120","200","A","2017-07-31"
"217","157","cita johana 31/07","10","100","A","2017-08-03"
"218","40","cita Ainoha 31/07","10","100","A","2017-08-03"
"219","36","cita Ainoha 31/07","12","100","A","2017-08-03"
"220","34","cita johana  31/07","12","100","A","2017-08-03"
"221","177","Bienvenida","15","100","A","2017-08-03"
"222","177","cita johana 26/07","10","100","A","2017-08-03"
"223","40","Cita Ainoha 24/07","10","100","A","2017-08-03"
"224","172","Bienvenida","15","100","A","2017-08-03"
"225","172","Cita Ainoha 12/07","8","100","A","2017-08-03"
"226","172","Cita Ainoha 22/07","8","100","A","2017-08-03"
"227","172","cita Ainoha 29/07","8","100","A","2017-08-03"
"228","12","cita tania 31/07","8","100","A","2017-08-09"
"229","172","Cita Ainoha 5/08","8","100","A","2017-08-09"
"230","172","cita ainoha 6/08","8","100","A","2017-08-09"
"231","85","duplex tania karina 2/08","22","100","A","2017-08-09"
"232","177","cita tania 2/08","10","100","A","2017-08-09"
"233","35","cita anais 14/08","12","100","A","2017-08-23"
"234","35","cita ainoha 20/08","12","100","A","2017-08-23"
"235","157","cita Johana 22/08","10","100","A","2017-08-23"
"237","36","cita ainoha 11/08","12","100","A","2017-08-23"
"238","36","cita tania 14/08 ","12","100","A","2017-08-23"
"239","36","cita tania 15/08","12","100","A","2017-08-23"
"240","36","cita ainoha 18/08","12","100","A","2017-08-23"
"241","85","cita tania 16/08","12","100","A","2017-08-23"
"242","172","cita ainoha 12/08","12","100","A","2017-08-23"
"243","12","cita johana 10/08","8","100","A","2017-08-23"
"244","123","Bienvenida","15","100","A","2017-08-23"
"245","123","cita anais 17/08","10","100","A","2017-08-23"
"246","27","cita mariam 9/08","12","100","A","2017-08-23"
"247","113","cita 14/08 mariam","8","100","A","2017-08-23"
"248","113","cita tania 14/08 ","8","100","A","2017-08-23"
"249","35","cita anais 10/08","12","100","A","2017-08-23"
"250","85","Cita Ainoha 01/09","-80","200","A","2017-09-01"
"251","34","Cita Anais 22/08","12","100","A","2017-09-04"
"252","39","Cita Ainoha 06/09","12","100","A","2017-09-07"
"253","24","Cita Anais 22/07","8","100","A","2017-09-07"
"254","24","Cita Ainoha 6/08","8","100","A","2017-09-07"
"255","24","Cita Anais 12/08","12","100","A","2017-09-07"
"256","41","31/08 cita Ainoha","12","100","A","2017-09-07"
"257","41","Cita Karina 14/08","12","100","A","2017-09-07"
"258","41","Cita Johana 17/08","12","100","A","2017-09-07"
"259","68","Cita MAriam Agosto","12","100","A","2017-09-07"
"260","68","Cita Ainoha 12/08","12","100","A","2017-09-07"
"261","68","Cita Rocio 30/08","12","100","A","2017-09-07"
"262","157","Cita Karina 6/09","8","100","A","2017-09-07"
"263","88","Cita Johana 9/08","12","100","A","2017-09-07"
"264","143","Bienvenida","15","100","A","2017-09-07"
"265","143","Cita Mariam 5/08","12","100","A","2017-09-07"
"266","195","Bienvenida","15","100","A","2017-09-07"
"267","195","Cita Karina 6/09","12","100","A","2017-09-07"
"268","145","Bienvenida","15","100","A","2017-09-07"
"269","145","Cita Ainoha 1/09","12","100","A","2017-09-07"
"270","72","Cita Johana Julio","12","100","A","2017-09-08"
"271","68","Cita Ainoha 7/09","8","100","A","2017-09-08"
"272","41","cita anais 22/08","12","100","A","2017-09-08"
"273","156","Bienvenida","15","100","A","2017-09-12"
"274","156","Cita Karina 12/09","10","100","A","2017-09-12"
"275","41","cita Rocio 8/09","12","100","A","2017-09-12"
"276","12","Duplex Anais Rocio 8/09","15","100","A","2017-09-12"
"277","36","cita ainoha 30/08","12","100","A","2017-09-12"
"278","36","Cita Tania 4/09","12","100","A","2017-09-12"
"279","36","Diferencia puntos","6","100","A","2017-09-12"
"280","172","Cita Ainoha 8/09","8","100","A","2017-09-12"
"281","199","Bienvenida","15","100","A","2017-09-14"
"282","199","Cita Alba 13/09","12","100","A","2017-09-14"
"283","195","Cita Alba 12/07","12","100","A","2017-09-14"
"284","179","Bienvenida","15","100","A","2017-09-14"
"285","179","Cita Karina 12/07","18","100","A","2017-09-14"
"286","195","Compra puntos 18/09","500","100","A","2017-09-18"
"287","195","Duplex Tania-Anais","-220","200","A","2017-09-18"
"288","156","Cita Rocio 15/09","8","100","A","2017-09-19"
"289","39","Cita Tania 16/09","12","100","A","2017-09-19"
"290","39","Cita anais 13/09","12","100","A","2017-09-19"
"291","195","Cita Tania 14/09","12","100","A","2017-09-19"
"292","66","cita Lara 20/09","10","100","A","2017-09-20"
"293","195","Cita Lara 21/09","-120","200","A","2017-09-21"
"294","21","cita tania 20/09","10","100","A","2017-09-21"
"295","22","Cita Karina 20/09","12","100","A","2017-09-21"
"296","41","Cita Karina 20/09","12","100","A","2017-09-21"
"297","12","Cita Tania 18/09","8","100","A","2017-09-21"
"298","113","Cita Anais 18/09","12","100","A","2017-09-21"
"299","36","cita Cristina 13/09","12","100","A","2017-09-22"
"300","36","Cita Blanca 18/09","12","100","A","2017-09-22"
"301","195","Cita karina 22/09","-120","200","A","2017-09-22"
"302","12","Cita Anais 25/09","-80","200","A","2017-09-25"
"303","32","Cita Tania 27/09","22","100","A","2017-09-27"
"304","189","Bienvenida","15","100","A","2017-09-27"
"305","189","Cita Tania 26/09","10","100","A","2017-09-27"
"306","195","Cita Lara 24/09","12","100","A","2017-09-27"
"307","41","Cita Tania 26/09","12","100","A","2017-09-27"
"308","195","cita Ainoha 27/09","12","100","A","2017-09-29"
"309","158","Bienvenida","15","100","A","2017-10-02"
"310","158","Cita Lara 28/09","12","100","A","2017-10-02"
"311","172","Cita  Ainoha 30/09","8","100","A","2017-10-02"
"312","213","Bienvenida","15","100","A","2017-10-02"
"313","213","Cita Anais 30/09","12","100","A","2017-10-02"
"314","199","Cita Rocio 29/09","8","100","A","2017-10-02"
"315","41","Cita Lara 2/10","-120","200","A","2017-10-02"
"316","195","Duplex lara rocio 2/10","22","100","A","2017-10-03"
"317","39","Cita Ainoha 29/09","8","100","A","2017-10-03"
"318","34","Cita Rocio 1-10","8","100","A","2017-10-03"
"319","207","Bienvenida","15","100","A","2017-10-04"
"320","207","Cita Ainoha 4-10","12","100","A","2017-10-04"
"321","40","Cita anais 2-10","10","100","A","2017-10-05"
"322","40","cita ainoha 28-09","10","100","A","2017-10-05"
"323","40","Compra puntos  5-10","300","100","A","2017-10-05"
"324","40","Cita Lara 5-10","-100","200","A","2017-10-05"
"325","207","Cita Tania 18-9","10","100","A","2017-10-05"
"326","207","Cita Tania 19-9","12","100","A","2017-10-05"
"327","207","Cita Karina 25-09","10","100","A","2017-10-05"
"328","195","cita Alicia 05/10","-120","200","A","2017-10-05"
"329","18","Cita Alicia 5-10","12","100","A","2017-10-05"
"330","217","Bienvenida","15","100","A","2017-10-06"
"331","217","Cita Ainoha 3-10","12","100","A","2017-10-06"
"332","172","cita Ainoha 06/10","-80","200","A","2017-10-06"
"333","172","Cita Ainoha 8-10","8","100","A","2017-10-09"
"334","156","ciat Rocio 5-10","10","100","A","2017-10-09"
"335","213","Cita Lara 7-10","12","100","A","2017-10-09"
"336","7","Cita Alicia 6-10","12","100","A","2017-10-09"
"337","39","Cita Ainoha 6-10","12","100","A","2017-10-09"
"338","40","Cita Ainoha 9-10","-80","200","A","2017-10-09"
"339","40","Cita Ainoha 16/10","-80","200","A","2017-10-17"
"340","39","Cita Ainoha 16/10","12","100","A","2017-10-17"
"341","41","Cita Alicia 16/10","12","100","A","2017-10-17"
"342","152","Bienvenida","15","100","A","2017-10-17"
"343","152","Cita Rocio 13/10","12","100","A","2017-10-17"
"344","220","Bienvenida","15","100","A","2017-10-17"
"345","220","Cita Rocio 14/10","8","100","A","2017-10-17"
"346","195","Cita Tania 10/10","12","100","A","2017-10-17"
"347","195","Lesbico Tania Rocio 12/10","70","100","A","2017-10-17"
"348","156","Cita Rocio 13/10","8","100","A","2017-10-17"
"349","215","Bienvenida","15","100","A","2017-10-17"
"350","215","Cita Rocio 11/10","12","100","A","2017-10-17"
"351","36","Cita Ainoha 29/09","12","100","A","2017-10-17"
"352","36","Cita Lara 9/10","8","100","A","2017-10-17"
"353","40","Cita Ainoha 17/10","-80","200","A","2017-10-17"
"354","195","Cita Ainoha 15/10","12","100","A","2017-10-18"
"355","195","Cita Alicia 18/10","12","100","A","2017-10-18"
"356","221","Bienvenida","15","100","A","2017-10-18"
"357","221","Cita Duplex Alicia Johana 18/10 ","22","100","A","2017-10-18"
"358","195","cita Lara 19/10","-120","200","A","2017-10-19"
"359","23","Cita Johana 19/10","10","100","A","2017-10-19"
"360","216","Bienvenida","15","100","A","2017-10-19"
"361","216","Cita Lara 19/10","8","100","A","2017-10-19"
"362","115","Bienvenida","15","100","A","2017-10-19"
"363","115","Cita Lara 11/10","10","100","A","2017-10-19"
"364","113","Cita Alicia 17/10","8","100","A","2017-10-19"
"365","113","Cita Johana 17/10","8","100","A","2017-10-19"
"366","225","Bienvenida","15","100","A","2017-10-20"
"367","225","Cita Alicia 19/10","12","100","A","2017-10-20"
"368","36","Cita Ainoha 10/10","12","100","A","2017-10-20"
"369","36","Cita Alicia 13/10","12","100","A","2017-10-20"
"370","40","Cita Ainoha 24/10","10","100","A","2017-10-25"
"371","221","Cita Alicia 24/10","12","100","A","2017-10-25"
"372","226","Bienvenida","15","100","A","2017-10-25"
"373","226","cita Lara 19/10","12","100","A","2017-10-25"
"374","226","Cita Alicia 23/10","12","100","A","2017-10-26"
"375","50","Cita  Alicia 9/10","12","100","A","2017-10-26"
"376","50","Cita Alicia 26/10","10","100","A","2017-10-26"
"377","28","Cita Anais 27/10","15","100","A","2017-10-30"
"378","195","Cita Alicia 25/10","12","100","A","2017-10-30"
"379","36","cita Ainoha 26/10","12","100","A","2017-11-03"
"380","226","Cita Alicia diferencia","3","100","A","2017-11-03"
"381","171","Bienvenida","15","100","A","2017-11-03"
"382","171","Cita Johana 31/10","12","100","A","2017-11-03"
"383","12","cita Johana20/10","8","100","A","2017-11-03"
"384","32","Cita Ainoha 30/10","12","100","A","2017-11-03"
"385","34","Cita Amanda 4/11","12","100","A","2017-11-06"
"386","161","Bienvenida","15","100","A","2017-11-06"
"387","161","Cita Ainoha 3/11","8","100","A","2017-11-06"
"388","41","Cita Silvia 06/11","10","100","A","2017-11-07"
"389","156","Cita Amanda 7/11","8","100","A","2017-11-08"
"390","195","Cita Alicia 30/10","12","100","A","2017-11-13"
"391","195","Cita Alicia 31/10","12","100","A","2017-11-13"
"392","195","Cita Silvia 7/11","12","100","A","2017-11-13"
"393","40","Cita Ainoha 30/10","10","100","A","2017-11-13"
"394","152","Cita Silvia  10/11","12","100","A","2017-11-13"
"395","39","Cita Ainoha 9/11","12","100","A","2017-11-13"
"396","34","Cita Nicol 11/11","12","100","A","2017-11-13"
"397","85","Cita Silvia 10/11","12","100","A","2017-11-13"
"398","41","Cita Amanda 10/11","12","100","A","2017-11-13"
"399","234","Bienvenida","15","100","A","2017-11-13"
"400","234","Cita Ainoha 8/11","12","100","A","2017-11-13"
"401","12","Cita Amanda 8/11","8","100","A","2017-11-13"
"402","233","Bienvenida","15","100","A","2017-11-13"
"403","233","cita Nicol 9/11","12","100","A","2017-11-13"
"404","233","Compesacion citas octubre","24","100","A","2017-11-13"
"405","233","Cita Amanda 4/11","12","100","A","2017-11-13"
"406","40","Cita Ainoha 13/11","10","100","A","2017-11-13"
"407","62","Bienvenida","15","100","A","2017-11-13"
"408","62","Cita Nicol 13/11","12","100","A","2017-11-13"
"409","12","Duplez Amanda Silvia 13/11","15","100","A","2017-11-13"
"410","221","Compra Puntos 14/11","300","100","A","2017-11-14"
"411","221","Cita Alicia 14/11","-120","200","A","2017-11-14"
"412","23","Cita Nicol 10/11","10","100","A","2017-11-14"
"413","39","Cita Ainoha 14/11","12","100","A","2017-11-14"
"414","233","Compra Puntos 14/11","300","100","A","2017-11-14"
"415","233","Cita Silvia 14/11","-120","200","A","2017-11-14"
"416","41","Cita Amanda 14/11","12","100","A","2017-11-17"
"417","7","Cita Silvia 16/11","22","100","A","2017-11-21"
"418","50","Cita Silvia 17/11","12","100","A","2017-11-21"
"419","36","Cita Ainoha 3/11","12","100","A","2017-11-21"
"420","62","Cita Ainoha 17/11","12","100","A","2017-11-21"
"421","113","Cita Yaiza 20/11","8","100","A","2017-11-21"
"422","113","Duplex Silvia Amanda","15","100","A","2017-11-21"
"423","49","Cita Paula 21/11","12","100","A","2017-11-22"
"424","233","Cita Paula 23/11","-120","200","A","2017-11-23"
"425","18","Cita Paula 22/11","12","100","A","2017-11-24"
"426","41","Cita Amanda 21/11","12","100","A","2017-11-24"
"427","39","Cita Yaiza 24/11","12","100","A","2017-11-27"
"428","213","Cita Paula 25/11","12","100","A","2017-11-27"
"429","32","Cita Amanda 11/10","12","100","A","2017-11-27"
"430","32","CIta Valeria 16/11","12","100","A","2017-11-27"
"431","32","Cita Yaiza 21/11","12","100","A","2017-11-27"
"432","39","Cita Valeria 28/11","-120","200","A","2017-11-28"
"433","221","Duplex Alicia Valeria 30/11","-220","200","A","2017-11-30"
"434","68","Cita Amanda 7/11","8","100","A","2017-12-01"
"435","68","Cita Paula 1/12","8","100","A","2017-12-01"
"436","157","Cita Paula 29/11","8","100","A","2017-12-01"
"437","32","Cita Paula 29/11","12","100","A","2017-12-01"
"438","38","CIta Paula 28/11","10","100","A","2017-12-01"
"439","195","Cita Yaiza 21/11 ","12","100","A","2017-12-04"
"440","195","Cita Amanda 1/12","12","100","A","2017-12-04"
"441","36","Cita 27/11Alicia","12","100","A","2017-12-04"
"442","36","Cita 28/11 Paula","12","100","A","2017-12-04"
"443","62","Cita Alicia","10","100","A","2017-12-04"
"444","62","Cita Adriana 2/12","12","100","A","2017-12-04"
"445","237","Bienvenida","15","100","A","2017-12-04"
"446","237","Cita Paula 1/12","12","100","A","2017-12-04"
"447","79","3 Citas Variadas","36","100","A","2017-12-04"
"448","233","CIta Paula 2/12","-120","200","A","2017-12-04"
"449","253","Bienvenida","15","100","A","2017-12-05"
"450","253","Cita Paula 24/11","12","100","A","2017-12-05"
"451","253","Cita Paula 25/11","10","100","A","2017-12-05"
"452","12","Cita Alicia 4/12","8","100","A","2017-12-05"
"453","41","cita Yaiza","12","100","A","2017-12-05"
"454","41","Cita Adriana 5/12","12","100","A","2017-12-05"
"455","113","Cita Valeria 6/12","-80","200","A","2017-12-07"
"456","113","Cita Paula 6/12","8","100","A","2017-12-07"
"457","253","Cita Paula 6/12","12","100","A","2017-12-07"
"458","144","Bienvenida","15","100","A","2017-12-07"
"459","144","Cita Paula 6/12","12","100","A","2017-12-07"
"460","72","Cita Adriana 30/11","12","100","A","2017-12-07"
"461","62","Cita Adriana 4/12","12","100","A","2017-12-07"
"462","250","Bienvenida","15","100","A","2017-12-07"
"463","250","Cita Paula 29/11","12","100","A","2017-12-07"
"464","156","Cita Alicia 5/12","10","100","A","2017-12-07"
"465","79","Cita Silvia 9/12","12","100","A","2017-12-11"
"466","220","Cita Silvia 9/12","8","100","A","2017-12-11"
"467","253","Cita Amanda 9/12","10","100","A","2017-12-11"
"468","144","Cita Silvia 8/12","12","100","A","2017-12-11"
"469","256","Bienvenida","15","100","A","2017-12-11"
"470","256","Cita Silvia 8/12","10","100","A","2017-12-11"
"471","254","Bienvenida","15","100","A","2017-12-11"
"472","254","Cita Paula 23/11","8","100","A","2017-12-11"
"473","254","Cita Paula 5/12","12","100","A","2017-12-11"
"474","40","Cita Valeria 7/12","12","100","A","2017-12-11"
"475","233","Cita Valeria 8/12","12","100","A","2017-12-12"
"476","41","Cita Silvia 7/12","12","100","A","2017-12-12"
"477","41","Cita Adriana 12/12","12","100","A","2017-12-12"
"478","38","Cita Silvia 12/12","10","100","A","2017-12-13"
"479","62","Cita Adriana 12/12","12","100","A","2017-12-14"
"480","40","Cita Valeria 13/12","10","100","A","2017-12-14"
"481","40","Cita Alicia 14/12","10","100","A","2017-12-14"
"482","40","Cita Alicia 18/12","12","100","A","2017-12-18"
